141;137;203;39;b_br_21_itatiaia;x;
142;189;113;33;b_br_21_campos_dos_goytacazes;x;
143;208;140;53;b_br_21_nova_de_campos;x;
144;204;121;48;b_br_21_serrinha;x;
145;212;93;46;b_br_21_quixaba;x;
146;48;94;139;b_br_21_maca_;x;
147;24;108;110;b_br_21_rio_das_ostras;x;
148;175;69;134;b_br_21_itaperuna;x;
149;157;45;129;b_br_21_bom_jesus_do_itabapoana;x;
150;218;37;143;b_br_21_porci_ncula;x;
151;142;149;90;b_br_21_santo_ant_nio_de_p_dua;x;
152;109;171;75;b_br_21_miracema;x;
153;54;132;118;b_br_21_s_o_fid_lis;x;
154;82;112;174;b_br_21_cachoeira;x;
155;75;96;137;b_br_21_amazonas;x;
156;109;199;88;b_br_21_s_o_jo_o_da_barra;x;
157;151;225;112;b_br_21_s_o_francisco_de_itabapoana;x;
158;168;217;137;b_br_21_santa_luzia;x;
159;75;40;151;b_br_21_petr_polis;x;
160;91;59;177;b_br_21_santa_catarina;x;
161;222;205;89;b_br_21_teres_polis;x;
162;158;212;119;b_br_21_cachoeiras_de_macacu;x;
163;185;202;57;b_br_21_pomar;x;
164;65;178;31;b_br_21_nova_friburgo;x;
165;97;136;28;b_br_21_silva_jardim;x;
166;79;151;3;b_br_21_doutor_elias;x;
167;120;172;10;b_br_21_parque_dos_alpes;x;
168;51;90;149;b_br_15_al_m_para_ba;x;
169;48;103;149;b_br_21_carmo;x;
170;43;95;208;b_br_21_contendas;x;
171;96;129;64;b_br_21_araruama;x;
172;125;126;54;b_br_21_rio_bonito;x;
173;144;142;144;b_br_21_cabo_frio;x;
174;154;134;137;b_br_21_iguaba_grande;x;
175;102;89;109;b_br_21_arma_o_de_b_zios;x;
176;158;24;124;b_br_21_angra_dos_reis;x;
177;158;65;146;b_br_21_longa;x;
178;160;8;164;b_br_21_bracui;x;
179;109;117;25;b_br_21_mangaratiba;x;
180;97;116;13;b_br_21_rio_claro;x;
181;96;126;0;b_br_21_escola_de_pesca;x;
182;62;120;151;b_br_21_paraty;x;
183;81;104;156;b_br_21_sert_o_do_taquari;x;
184;254;154;177;b_br_15_belo_horizonte;x;
185;231;163;156;b_br_15_brumadinho;x;
186;200;177;176;b_br_15_bom_destino;x;
187;151;117;188;b_br_15_sete_lagoas;x;
188;190;89;133;b_br_15_ara_a_;x;
189;155;92;150;b_br_15_baldim;x;
190;238;34;28;b_br_15_juiz_de_fora;x;
191;203;9;0;b_br_15_santos_dumont;x;
192;195;55;36;b_br_15_lima_duarte;x;
193;168;171;63;b_br_15_cataguases;x;
194;136;167;69;b_br_15_s_o_jo_o_nepomuceno;x;
195;187;188;75;b_br_15_bicas;x;
196;127;173;69;b_br_15_val_o_quente;x;
197;36;246;92;b_br_15_ub_;x;
198;35;190;95;b_br_15_rio_pomba;x;
199;29;186;53;b_br_15_divin_sia;x;
200;245;65;197;b_br_15_ouro_preto;x;
201;198;50;143;b_br_15_nova_lima;x;
202;245;83;150;b_br_15_mariana;x;
203;221;86;179;b_br_15_caet_;x;
204;240;67;176;b_br_15_bar_o_de_cocais;x;
205;73;91;170;b_br_15_itabira;x;
206;71;132;141;b_br_15_jo_o_monlevade;x;
207;103;140;170;b_br_15_s_o_domingos_do_prata;x;
208;70;126;184;b_br_15_severo;x;
209;56;70;188;b_br_15_conselheiro_lafaiete;x;
210;57;50;176;b_br_15_congonhas;x;
211;55;86;222;b_br_15_catas_altas_da_noruega;x;
212;55;88;221;b_br_15_pereirinhas;x;
213;163;42;71;b_br_15_pouso_alegre;x;
214;185;42;68;b_br_15_camanducaia;x;
215;152;0;77;b_br_15_santa_rita_do_sapuca_;x;
216;182;9;106;b_br_15_jacutinga;x;
217;207;60;63;b_br_15_cambu_;x;
218;203;26;118;b_br_15_cangonhal;x;
219;67;194;221;b_br_15_po_os_de_caldas;x;
220;72;155;188;b_br_15_campestre;x;
221;107;215;183;b_br_15_s_o_jos_da_cachoeira;x;
222;72;186;8;b_br_15_alfenas;x;
223;119;219;1;b_br_15_boa_esperan_a;x;
224;76;190;0;b_br_15_machado;x;
225;195;183;83;b_br_15_el_i_mendes;x;
226;196;149;79;b_br_15_tr_s_cora_es;x;
227;159;159;75;b_br_15_tr_s_pontas;x;
228;184;110;198;b_br_15_ipatinga;x;
229;182;114;189;b_br_15_coronel_fabriciano;x;
230;149;127;205;b_br_15_santo_ant_nio_do_livramento;x;
231;0;123;94;b_br_15_vi_osa;x;
232;56;131;76;b_br_15_ponte_nova;x;
233;23;181;62;b_br_15_rio_casca;x;
234;90;16;42;b_br_15_caratinga;x;
235;123;66;1;b_br_15_inhapim;x;
236;97;70;45;b_br_15_bom_jesus_do_galho;x;
237;115;14;21;b_br_15_dona_carlota;x;
238;127;229;108;b_br_15_divin_polis;x;
239;157;184;129;b_br_15_lagoa_da_prata;x;
240;119;181;108;b_br_15_bom_despacho;x;
241;134;42;42;b_br_15_par_de_minas;x;
242;180;62;38;b_br_15_pomp_u;x;
243;152;102;53;b_br_15_pitangui;x;
244;183;70;202;b_br_15_s_o_gotardo;x;
245;161;42;205;b_br_15_luz;x;
246;146;81;170;b_br_15_abaet_;x;
247;43;99;134;b_br_15_lavras;x;
248;37;84;127;b_br_15_perd_es;x;
249;74;48;178;b_br_15_campo_belo;x;
250;44;47;188;b_br_15_esta_ao_de_carrancas;x;
251;209;172;116;b_br_15_barbacena;x;
252;188;185;152;b_br_15_ponte_chique_do_martelo;x;
253;168;180;141;b_br_15_abreus;x;
254;183;86;89;b_br_15_s_o_jo_o_del_rei;x;
255;173;123;87;b_br_15_tiradentes;x;
256;185;98;76;b_br_15_capela_do_jaguara;x;
257;85;109;85;b_br_15_cl_udio;x;
258;74;119;31;b_br_15_oliveira;x;
259;75;142;85;b_br_15_para_dos_vilelas;x;
260;108;86;110;b_br_15_guaxup_;x;
261;155;103;110;b_br_15_s_o_sebasti_o_do_para_so;x;
262;91;128;88;b_br_15_muzambinho;x;
263;142;121;93;b_br_15_ant_nio_bueno;x;
264;48;32;0;b_br_15_passos;x;
265;44;55;33;b_br_15_carmo_do_rio_claro;x;
266;87;13;5;b_br_15_c_ssia;x;
267;91;5;0;b_br_15_posse;x;
268;154;85;129;b_br_15_formiga;x;
269;157;139;107;b_br_15_piu_;x;
270;185;133;125;b_br_15_bambu_;x;
271;162;191;32;b_br_15_governador_valadares;x;
272;164;171;67;b_br_15_das_laranjeiras;x;
273;169;205;65;b_br_15_alto_para_so;x;
274;143;206;38;b_br_15_s_o_sebasti_o_do_bugre;x;
275;70;183;39;b_br_08_baixo_guandu;x;
276;87;228;47;b_br_15_resplendor;x;
277;64;191;62;b_br_15_campo_alegre_de_minas;x;
278;200;198;132;b_br_15_guanh_es;x;
279;232;201;121;b_br_15_santa_maria_do_sua_u_;x;
280;154;93;104;b_br_15_muria_;x;
281;172;74;112;b_br_15_carangola;x;
282;137;104;103;b_br_15_bom_jesus_do;x;
283;121;130;195;b_br_15_manhua_u;x;
284;122;149;173;b_br_15_matip_;x;
285;86;165;203;b_br_15_mutum;x;
286;60;156;208;b_br_15_maring_;x;
287;174;53;85;b_br_15_s_o_louren_o;x;
288;201;50;77;b_br_15_baependi;x;
289;170;5;49;b_br_15_passa_quatro;x;
290;189;34;48;b_br_15_capit_o_do_esp_rito_santo;x;
291;65;43;118;b_br_15_itajub_;x;
292;47;41;128;b_br_15_parais_polis;x;
293;118;80;202;b_br_15_andrel_ndia;x;
294;118;59;183;b_br_21_campo_alegre;x;
295;68;61;185;b_br_27_s_o_jos_do_rio_preto;x;
296;74;25;152;b_br_27_tanabi;x;
297;59;19;204;b_br_27_jos_bonif_cio;x;
298;83;42;212;b_br_27_boturuna;x;
299;7;62;170;b_br_27_catanduva;x;
300;8;72;132;b_br_27_novo_horizonte;x;
301;38;57;128;b_br_27_urup_s;x;
302;166;0;106;b_br_27_fernand_polis;x;
303;166;50;133;b_br_27_jales;x;
304;206;47;142;b_br_27_santa_f_do_sul;x;
305;151;27;92;b_br_27_ouroeste;x;
306;81;237;202;b_br_27_votuporanga;x;
307;75;207;143;b_br_27_riol_ndia;x;
308;88;195;192;b_br_27_nhandeara;x;
309;125;144;10;b_br_27_ilha_solteira;x;
310;137;137;0;b_br_27_pereira_barreto;x;
311;136;157;35;b_br_27_auriflama;x;
312;147;178;0;b_br_27_buritama;x;
313;12;172;64;b_br_27_mar_lia;x;
314;12;175;99;b_br_27_gar_a;x;
315;7;189;53;b_br_27_nova_col_mbia;x;
316;100;97;0;b_br_27_assis;x;
317;110;34;43;b_br_27_paragua_u_paulista;x;
318;123;30;0;b_br_27_maraca_;x;
319;93;38;24;b_br_27_catequese;x;
320;62;73;70;b_br_27_ourinhos;x;
321;69;132;48;b_br_27_santa_cruz_do_rio_pardo;x;
322;114;66;49;b_br_27_campos_novos_paulista;x;
323;131;226;200;b_br_27_tup_;x;
324;103;190;211;b_br_27_osvaldo_cruz;x;
325;166;214;211;b_br_27_pomp_ia;x;
326;91;157;92;b_br_27_ara_atuba;x;
327;107;148;102;b_br_27_birigui;x;
328;118;182;102;b_br_27_pen_polis;x;
329;96;138;139;b_br_27_guararapes;x;
330;137;159;106;b_br_27_sant_polis_do_aguape_;x;
331;15;255;18;b_br_27_lins;x;
332;55;216;36;b_br_27_piraju_;x;
333;15;253;0;b_br_27_bacuriti;x;
334;72;229;0;b_br_27_f_tima;x;
335;39;85;13;b_br_27_andradina;x;
336;52;96;48;b_br_27_mirandop_lis;x;
337;13;70;10;b_br_27_castilho;x;
338;186;246;90;b_br_27_presidente_prudente;x;
339;159;250;95;b_br_27_rancharia;x;
340;155;240;97;b_br_27_santo_anast_cio;x;
341;166;223;80;b_br_27_pirapozinho;x;
342;129;197;75;b_br_27_agiss_;x;
343;47;193;214;b_br_27_presidente_epit_cio;x;
344;99;181;194;b_br_27_presidente_venceslau;x;
345;101;207;190;b_br_27_teodoro_sampaio;x;
346;91;180;209;b_br_27_mirante_do_paranapanema;x;
347;141;17;200;b_br_27_adamantina;x;
348;104;3;210;b_br_27_junqueir_polis;x;
349;122;39;209;b_br_27_arabela;x;
350;107;121;183;b_br_08_velha;x;
351;94;124;185;b_br_08_guarapari;x;
352;138;132;204;b_br_08_viana;x;
353;254;167;61;b_br_08_cachoeiro_de_itapemirim;x;
354;251;132;85;b_br_08_castelo;x;
355;228;116;43;b_br_08_mimoso_do_sul;x;
356;112;58;181;b_br_08_colatina;x;
357;111;16;161;b_br_08_jo_o_neiva;x;
358;113;28;203;b_br_08_itagua_u;x;
359;119;172;188;b_br_08_gua_u_;x;
360;164;183;156;b_br_08_i_na;x;
361;133;187;174;b_br_08_muniz_freire;x;
362;50;105;32;b_br_08_santa_maria_de_jetib_;x;
363;39;38;3;b_br_08_alfredo_chaves;x;
364;54;35;0;b_br_08_afonso_cl_udio;x;
365;170;103;31;b_br_08_linhares;x;
366;142;143;46;b_br_08_aracruz;x;
367;173;109;58;b_br_08_farias;x;
368;144;126;59;b_br_08_movelar;x;
369;50;159;151;b_br_08_s_o_mateus;x;
370;2;157;115;b_br_08_concei_o_da_barra;x;
371;50;131;119;b_br_08_montanha;x;
372;54;163;123;b_br_08_atalaia;x;
373;90;27;203;b_br_08_nova_ven_cia;x;
374;126;79;188;b_br_08_ecoporanga;x;
375;107;22;154;b_br_08_pav_o;x;
376;100;107;132;b_br_08_manten_polis;x;
377;53;65;63;b_br_08_maril_ndia;x;
378;119;97;97;b_br_08__guia_branca;x;
379;43;41;104;b_br_15_uberl_ndia;x;
380;90;70;53;b_br_15_araguari;x;
381;86;96;74;b_br_15_tupaciguara;x;
382;63;73;87;b_br_15_monte_alegre_de_minas;x;
383;68;59;42;b_br_15_prata;x;
384;134;247;0;b_br_15_ituiutaba;x;
385;174;226;35;b_br_15_capin_polis;x;
386;138;254;26;b_br_15_santa_vit_ria;x;
387;122;174;101;b_br_15_monte_carmelo;x;
388;101;207;96;b_br_15_coromandel;x;
389;128;195;40;b_br_15_castanha;x;
390;233;170;89;b_br_15_patos_de_minas;x;
391;236;201;92;b_br_15_carmo_do_parana_ba;x;
392;197;164;109;b_br_15_presidente_oleg_rio;x;
393;160;11;38;b_br_15_arax_;x;
394;148;61;33;b_br_15_ibi_;x;
395;101;27;25;b_br_15_sacramento;x;
396;109;20;21;b_br_15_campos_altos;x;
397;120;35;161;b_br_15_patroc_nio;x;
398;124;28;124;b_br_15_santa_luzia_dos_barros;x;
399;77;42;145;b_br_15_brejo_bonito;x;
400;186;187;170;b_br_15_uberaba;x;
401;206;226;131;b_br_15_concei_o_das_alagoas;x;
402;153;200;146;b_br_15_campo_florido;x;
403;195;170;142;b_br_15_nova_ponte;x;
404;19;5;100;b_br_15_iturama;x;
405;49;19;115;b_br_15_campina_verde;x;
406;0;27;144;b_br_15_gracil_ndia;x;
407;52;8;102;b_br_15_uni_o;x;
408;150;49;52;b_br_15_frutal;x;
409;136;17;60;b_br_15_itapagipe;x;
410;158;78;41;b_br_15_comendador_gomes;x;
411;32;159;164;b_br_15_montes_claros;x;
412;70;156;160;b_br_15_bras_lia_de_minas;x;
413;23;159;183;b_br_15_cora_o_de_jesus;x;
414;38;178;178;b_br_15_jequita_;x;
415;195;190;182;b_br_15_jana_ba;x;
416;181;169;175;b_br_15_barreiro_do_ja_ba;x;
417;207;156;227;b_br_15_serran_polis_de_minas;x;
418;167;201;191;b_br_15_rio_verde_de_minas;x;
419;150;10;125;b_br_15_monte_azul;x;
420;157;0;83;b_br_15_espinosa;x;
421;117;13;121;b_br_15_montezuma;x;
422;141;217;163;b_br_15_bocai_va;x;
423;130;182;152;b_br_15_francisco_dumont;x;
424;113;209;157;b_br_15_olhos_d_gua;x;
425;209;18;188;b_br_15_francisco_s_;x;
426;227;12;176;b_br_15_barroc_o;x;
427;165;55;198;b_br_15_ad_o_colares;x;
428;36;212;15;b_br_15_te_filo_otoni;x;
429;80;169;2;b_br_15_itambacuri;x;
430;45;214;18;b_br_15_malacacheta;x;
431;96;228;13;b_br_15_boa_uni_o_de_itabirinha;x;
432;154;125;63;b_br_15_nanuque;x;
433;153;71;70;b_br_15_carlos_chagas;x;
434;181;111;118;b_br_15_gabriel_passos;x;
435;13;195;51;b_br_15_novo_cruzeiro;x;
436;48;215;50;b_br_15_padre_para_so;x;
437;52;173;70;b_br_15_ponto_do_marambaia;x;
438;150;156;154;b_br_15__guas_formosas;x;
439;126;94;146;b_br_15_joa_ma;x;
440;149;120;149;b_br_15_santa_helena_de_minas;x;
441;0;118;88;b_br_15_paracatu;x;
442;25;86;142;b_br_15_vazante;x;
443;30;124;140;b_br_15_alegre;x;
444;137;147;154;b_br_15_una_;x;
445;102;181;139;b_br_15_natal_ndia;x;
446;151;157;140;b_br_15_cabeceiras_da_mata;x;
447;154;169;132;b_br_15_jo_o_pinheiro;x;
448;141;189;114;b_br_15_brasil_ndia;x;
449;147;159;120;b_br_15_veredas;x;
450;76;23;104;b_br_15_buritis;x;
451;110;6;129;b_br_15_arinos;x;
452;112;13;113;b_br_15_uruana_de_minas;x;
453;194;200;159;b_br_15_salinas;x;
454;232;165;179;b_br_15_taiobeiras;x;
455;171;202;158;b_br_15_rio_pardo_de_minas;x;
456;91;179;82;b_br_15_pedra_azul;x;
457;94;161;47;b_br_15_medina;x;
458;73;207;105;b_br_15_almenara;x;
459;65;178;103;b_br_15_aguada_nova;x;
460;74;233;164;b_br_15_ant_nio_ferraz;x;
461;81;232;162;b_br_15_colina;x;
462;106;247;52;b_br_15_ara_ua_;x;
463;137;222;37;b_br_15_tocoi_s_de_minas;x;
464;89;226;52;b_br_15_igicatu;x;
465;96;171;51;b_br_15_pirapora;x;
466;160;165;72;b_br_15_v_rzea_da_palma;x;
467;131;228;71;b_br_15_bom_jesus_da_vereda;x;
468;136;212;62;b_br_15_santa_f_de_minas;x;
469;98;216;107;b_br_15_boqueir_o;x;
470;141;163;94;b_br_15_ponto_chique;x;
471;205;133;58;b_br_15_curvelo;x;
472;247;128;96;b_br_15_corinto;x;
473;240;146;93;b_br_15_pic_o;x;
474;27;175;74;b_br_15_canoeiros;x;
475;77;170;82;b_br_15_barra_do_paraopeba;x;
476;44;165;51;b_br_15_tr_s_marias;x;
477;18;150;29;b_br_15_s_o_geraldo_do_salto;x;
478;63;94;74;b_br_15_capelinha;x;
479;66;127;121;b_br_15_itamarandiba;x;
480;68;129;118;b_br_15_turmalina;x;
481;119;116;172;b_br_15_diamantina;x;
482;162;68;194;b_br_15_tome;x;
483;133;106;204;b_br_15_presidente_kubitschek;x;
484;7;131;134;b_br_15_serro;x;
485;46;136;102;b_br_15_concei_o_do_mato_dentro;x;
486;129;113;183;b_br_15_janu_ria;x;
487;123;132;192;b_br_15_manga;x;
488;126;106;125;b_br_15_alteado;x;
489;143;68;160;b_br_15_s_o_pedro_das_tabocas;x;
490;55;132;71;b_br_15_bent_polis_de_minas;x;
491;44;140;95;b_br_15_brand_o;x;
492;74;132;71;b_br_15_ribanceiras;x;
493;154;146;65;b_ca_on_greater_sudbury;x;
494;184;105;88;b_ca_on_espanola;x;
495;152;144;85;b_ca_on_killarney;x;
496;185;146;82;b_ca_on_the_depot;x;
497;23;192;198;b_ca_on_temiskaming_shores;x;
498;5;177;211;b_ca_on_kirkland_lake;x;
499;33;218;164;b_ca_on_tyranite;x;
500;36;161;225;b_ca_on_o_brien;x;
501;62;117;217;b_ca_on_elliot_lake;x;
502;115;132;165;b_ca_on_spanish;x;
503;102;129;187;b_ca_on_westree;x;
504;204;111;69;b_ca_on_wikwemikong;x;
505;234;128;72;b_ca_on_little_current;x;
506;249;119;119;b_ca_on_tobacco_lake;x;
507;23;121;134;b_ca_on_thunder_bay;x;
508;0;144;153;b_ca_on_neebing;x;
509;27;156;176;b_ca_on_hurkett;x;
510;0;183;170;b_ca_on_silver_islet;x;
511;27;150;133;b_us_mi_windigo;x;
512;103;183;10;b_ca_on_greenstone;x;
513;100;188;34;b_ca_on_longlac;x;
514;57;195;27;b_ca_on_tashota;x;
515;87;172;2;b_ca_on_savoff;x;
516;93;158;128;b_ca_on_marathon;x;
517;100;139;164;b_ca_on_manitouwadge;x;
518;89;140;129;b_ca_on_regan;x;
519;10;145;108;b_ca_on_atikokan;x;
520;0;164;118;b_us_mn_kettle_falls;x;
521;27;143;125;b_ca_on_suomi;x;
522;202;77;150;b_ca_on_terrace_bay;x;
523;229;127;136;b_ca_on_rossport;x;
524;176;89;145;b_ca_on_orient_bay;x;
525;106;147;53;b_ca_on_armstrong;x;
526;96;183;38;b_ca_on_sorrell_lake;x;
527;130;164;81;b_ca_on_mud_river;x;
528;106;155;58;b_ca_on_allanwater_bridge;x;
529;184;177;149;b_ca_on_sault_ste_marie;x;
530;227;142;175;b_ca_on_blind_river;x;
531;207;180;199;b_ca_on_searchmont;x;
532;197;160;116;b_ca_on_wawa;x;
533;188;95;122;b_ca_on_missanabie;x;
534;215;154;82;b_ca_on_white_river;x;
535;120;135;47;b_ca_on_chapleau;x;
536;142;165;103;b_ca_on_gogama;x;
537;91;163;54;b_ca_on_pineal_lake;x;
538;91;143;155;b_ca_on_ranger_lake;x;
539;95;169;180;b_ca_on_montreal_river;x;
540;74;142;175;b_br_15_noname74142175;x;
541;110;156;102;b_ca_on_timmins;x;
542;133;166;99;b_ca_on_iroquois_falls;x;
543;123;194;88;b_ca_on_tunis;x;
544;97;186;64;b_ca_on_island_falls;x;
545;84;162;53;b_ca_on_kapuskasing;x;
546;119;181;18;b_ca_on_cochrane;x;
547;102;170;57;b_ca_on_the_cache;x;
548;175;176;39;b_ca_on_hearst;x;
549;159;184;16;b_ca_on_hornepayne;x;
550;148;147;0;b_ca_on_oba;x;
551;255;124;159;b_ca_qc_rouyn_noranda;x;
552;208;152;174;b_ca_qc_amos;x;
553;233;132;182;b_ca_qc_roulier;x;
554;192;134;113;b_ca_qc_val_d_or;x;
555;206;129;169;b_ca_qc_senneterre;x;
556;219;119;159;b_ca_qc_barraute;x;
557;194;104;143;b_ca_qc_chemin_du_lac_matchi_manitou;x;
558;121;180;75;b_ca_qc_saint_bruno_de_guigues;x;
559;108;214;60;b_ca_qc_notre_dame_du_lac;x;
560;77;216;117;b_ca_qc_belleterre;x;
561;185;45;180;b_ca_qc_chibougamau;x;
562;217;52;156;b_ca_qc_mistissini;x;
563;201;93;164;b_ca_qc_chapais;x;
564;76;31;187;b_ca_qc_lebel_sur_qu_villon;x;
565;78;33;176;b_ca_qc_matagami;x;
566;104;49;142;b_ca_qc_waswanipi;x;
567;123;162;55;b_ca_qc_nemiscau;x;
568;183;168;0;b_ca_qc_chisasibi;x;
569;152;165;0;b_ca_qc_radisson;x;
570;201;196;24;b_ca_qc_roggan_river;x;
571;210;165;0;b_ca_qc_wemindji;x;
572;43;217;65;b_ca_qc_waskaganish;x;
573;40;215;30;b_ca_qc_waskaganish0;x;
574;8;217;6;b_ca_qc_eastmain;x;
575;228;136;204;b_ca_on_moose_factory;x;
576;168;147;217;b_co_29_noname168147217;x;
577;216;136;213;b_ca_on_ranoke;x;
578;21;154;38;b_ca_on_attawapiskat;x;
579;68;202;55;b_ca_on_fort_albany;x;
580;5;216;104;b_ca_on_winisk;x;
581;55;195;84;b_ca_on_fort_severn;x;
